n,p0,phi0,delta,tau,gx,gy,UCL,ARL0,ARL1,desv,t
200,0.05,0.7,1.3,0.75,5,24,7,372.9508278097183,16.280588172783002,-0.956346555741955,36.703125
200,0.05,0.7,1.3,0.5,11,24,9,376.014106707665,8.220810420688117,-0.978136962752093,35.640625
200,0.05,0.7,1.5,1,7,1,16,376.04222393243913,16.159559650890564,-0.957027273475029,33.21875
200,0.05,0.7,1.5,0.9,7,1,16,376.04222393243913,12.631694415528234,-0.966408840253541,35.109375
200,0.05,0.7,1.5,0.8,5,2,14,385.08319033804463,10.108569984354322,-0.973749646211561,33.859375
200,0.05,0.7,1.5,0.75,5,2,14,385.08319033804463,9.059501234115231,-0.976473911452322,32.015625
200,0.05,0.7,1.5,0.5,9,11,11,370.6455794209146,5.519562962171407,-0.985108245535276,32.890625
200,0.05,0.7,1.7,1,7,1,16,376.04222393243913,8.87634053524349,-0.976395362088811,36.59375
200,0.05,0.7,1.7,0.9,7,1,16,376.04222393243913,7.0539193465638785,-0.981241682721695,36.703125
200,0.05,0.7,1.7,0.8,7,1,16,376.04222393243913,5.818532971043274,-0.984526915860149,33.46875
200,0.05,0.7,1.7,0.75,7,1,16,376.04222393243913,5.339691514066017,-0.985800287376703,33.6875
200,0.05,0.7,1.7,0.5,5,2,14,385.08319033804463,3.7339122267645335,-0.990303621865481,33.53125
200,0.05,0.7,2,1,7,1,16,376.04222393243913,5.1695698546197235,-0.986252687795111,33.328125
200,0.05,0.7,2,0.9,7,1,16,376.04222393243913,4.167018950836906,-0.988918747189449,32.421875
200,0.05,0.7,2,0.8,7,1,16,376.04222393243913,3.484122284450523,-0.99073475779391,33.671875
200,0.05,0.7,2,0.75,7,1,16,376.04222393243913,3.218372414683282,-0.991441460001413,32.796875
200,0.05,0.7,2,0.5,7,1,16,376.04222393243913,2.320423536462484,-0.993829353756616,32.828125
500,0.01,0.9,1.1,1,3,8,3,385.00496520717576,236.32285096286216,-0.386182329270236,24.71875
500,0.01,0.9,1.1,0.9,1,14,1,424.3464104937149,64.32463055390403,-0.848414811665157,21.9375
500,0.01,0.9,1.1,0.8,3,17,2,452.5679210115677,31.804847941551678,-0.929723591830233,21.453125
500,0.01,0.9,1.1,0.75,3,17,2,452.5679210115677,24.259978147683093,-0.946394834849412,23.6875
500,0.01,0.9,1.1,0.5,5,13,3,385.00496520717587,10.357001232853865,-0.973099045028469,23.046875
500,0.01,0.9,1.2,1,1,1,5,418.71812594961693,155.53125874775432,-0.628553795241076,22.953125
500,0.01,0.9,1.2,0.9,5,13,3,385.00496520717587,51.81597837852846,-0.86541477887007,23.125
500,0.01,0.9,1.2,0.8,3,17,2,452.5679210115677,25.826574981432284,-0.94293326198705,22.578125
500,0.01,0.9,1.2,0.75,3,17,2,452.5679210115677,20.151148196575107,-0.955473759272345,24.09375
500,0.01,0.9,1.2,0.5,3,8,3,385.00496520717576,8.694491558619932,-0.97741719628488,23.9375
500,0.01,0.9,1.3,1,1,1,5,418.71812594961693,106.74996517697524,-0.745055304365256,23.5625
500,0.01,0.9,1.3,0.9,3,8,3,385.00496520717576,39.87947542133044,-0.896418282813909,23.3125
500,0.01,0.9,1.3,0.8,3,8,3,385.00496520717576,21.16244139550096,-0.945033328637429,23.75
500,0.01,0.9,1.3,0.75,3,8,3,385.00496520717576,16.677614486740502,-0.956682079469375,23.640625
500,0.01,0.9,1.3,0.5,3,8,3,385.00496520717576,7.52418369726113,-0.980456917761535,22.984375
500,0.01,0.9,1.5,1,1,1,5,418.71812594961693,59.350294973508205,-0.858257163243394,23.765625
500,0.01,0.9,1.5,0.9,7,6,5,418.71812594961693,26.265194308856152,-0.937272373271902,23.09375
500,0.01,0.9,1.5,0.8,3,8,3,385.00496520717576,15.212165306510158,-0.960488391887818,23.578125
500,0.01,0.9,1.5,0.75,3,8,3,385.00496520717576,12.296298561115263,-0.968061974072208,23.421875
500,0.01,0.9,1.5,0.5,3,8,3,385.00496520717576,5.992494691452617,-0.984435279456128,23.375
500,0.01,0.9,1.7,1,1,1,5,418.71812594961693,38.62111877388136,-0.907763441846965,23.390625
500,0.01,0.9,1.7,0.9,7,6,5,418.71812594961693,18.077472859971746,-0.956826629324981,23.296875
500,0.01,0.9,1.7,0.8,1,1,5,418.71812594961693,11.204931174178315,-0.973239918504204,23.15625
500,0.01,0.9,1.7,0.75,1,1,5,418.71812594961693,9.295046006837865,-0.977801185497385,22.734375
500,0.01,0.9,1.7,0.5,1,1,5,418.71812594961693,4.780016516877691,-0.988584166243013,22.625
500,0.01,0.9,2,1,1,1,5,418.71812594961693,24.48388478814148,-0.941526570571517,23.296875
500,0.01,0.9,2,0.9,1,1,5,418.71812594961693,12.1305626465809,-0.971029287019591,23.484375
500,0.01,0.9,2,0.8,1,1,5,418.71812594961693,7.846846356569431,-0.981259835984474,23.0
500,0.01,0.9,2,0.75,7,6,5,418.71812594961693,6.624695883794187,-0.984178626447637,22.828125
500,0.01,0.9,2,0.5,7,6,5,418.71812594961693,3.6296041923938596,-0.991331628684184,22.296875
500,0.01,0.8,1.1,1,8,1,9,375.13210112142104,202.8357220383359,-0.459295215120278,28.703125
500,0.01,0.8,1.1,0.9,2,19,2,425.75852442913197,78.90457108584884,-0.81467295060822,28.125
500,0.01,0.8,1.1,0.8,2,19,2,425.75852442913197,41.12924723790497,-0.903397712839567,27.296875
500,0.01,0.8,1.1,0.75,2,19,2,425.75852442913197,32.55871683574607,-0.923527739393118,28.296875
500,0.01,0.8,1.1,0.5,2,9,3,382.7125491097479,13.876248345928804,-0.963742374327136,28.5625
500,0.01,0.8,1.2,1,8,1,9,375.13210112142104,120.19653321066698,-0.679588782587917,28.890625
500,0.01,0.8,1.2,0.9,2,9,3,382.7125491097479,56.13261966976564,-0.85332955556242,28.765625
500,0.01,0.8,1.2,0.8,2,9,3,382.7125491097479,31.24763641187466,-0.918352203280081,28.34375
500,0.01,0.8,1.2,0.75,2,9,3,382.7125491097479,24.89573601765239,-0.934949256104708,29.15625
500,0.01,0.8,1.2,0.5,2,9,3,382.7125491097479,11.56816000172827,-0.969773240964693,29.328125
500,0.01,0.8,1.3,1,8,1,9,375.13210112142104,76.92739864177341,-0.794932509343224,27.359375
500,0.01,0.8,1.3,0.9,5,22,3,382.71254910974653,41.88835672738783,-0.890548776556119,28.203125
500,0.01,0.8,1.3,0.8,5,22,3,382.71254910974653,24.69299964497229,-0.935478991471765,28.953125
500,0.01,0.8,1.3,0.75,2,9,3,382.7125491097479,20.105509410199325,-0.947465769134124,27.265625
500,0.01,0.8,1.3,0.5,5,13,4,398.44794021373843,9.929742902317457,-0.975078945327234,28.5
500,0.01,0.8,1.5,1,8,1,9,375.13210112142104,37.93463978595154,-0.89887658328213,28.0625
500,0.01,0.8,1.5,0.9,5,7,5,378.2713348838779,25.22375953555275,-0.933318342656612,29.328125
500,0.01,0.8,1.5,0.8,5,7,5,378.2713348838779,16.70768443007232,-0.955831481560184,27.921875
500,0.01,0.8,1.5,0.75,5,7,5,378.2713348838779,14.066803385331745,-0.962812927948532,27.328125
500,0.01,0.8,1.5,0.5,5,7,5,378.2713348838779,7.3579061267215184,-0.98054860242323,28.546875
500,0.01,0.8,1.7,1,8,1,9,375.13210112142104,22.580989060593232,-0.939805233961344,28.109375
500,0.01,0.8,1.7,0.9,8,1,9,375.13210112142104,15.990157285933368,-0.957374596207223,27.1875
500,0.01,0.8,1.7,0.8,8,5,7,401.4957932822,11.723719792700113,-0.97079989382489,27.859375
500,0.01,0.8,1.7,0.75,5,7,5,378.2713348838779,10.11986319468918,-0.97324707885202,28.375
500,0.01,0.8,1.7,0.5,5,7,5,378.2713348838779,5.653175278728115,-0.985055237451541,28.75
500,0.01,0.8,2,1,8,1,9,375.13210112142104,13.1717762737617,-0.964887632291702,28.75
500,0.01,0.8,2,0.9,8,1,9,375.13210112142104,9.35331641074248,-0.975066606182777,27.546875
500,0.01,0.8,2,0.8,8,1,9,375.13210112142104,7.232546650861174,-0.980720000689783,27.609375
500,0.01,0.8,2,0.75,8,1,9,375.13210112142104,6.490475170581282,-0.982698161124631,28.03125
500,0.01,0.8,2,0.5,8,5,7,401.4957932822,4.053449932601474,-0.989904128510376,27.84375
500,0.01,0.7,1.1,1,1,19,2,377.2523340736499,191.75847327257256,-0.491697052734109,32.796875
500,0.01,0.7,1.1,0.9,1,19,2,377.2523340736499,81.10040324327734,-0.785023455342109,31.953125
500,0.01,0.7,1.1,0.8,1,7,3,400.96188321130956,47.24300944782046,-0.882175809158091,33.09375
500,0.01,0.7,1.1,0.75,1,7,3,400.96188321130956,37.34761067130244,-0.906854959947352,30.640625
500,0.01,0.7,1.1,0.5,1,7,3,400.96188321130956,16.735546943651528,-0.958261501543198,35.859375
500,0.01,0.7,1.2,1,5,1,9,383.60929409359466,108.70643394262923,-0.71662200156155,31.609375
500,0.01,0.7,1.2,0.9,1,7,3,400.96188321130956,55.82648311955064,-0.860768603059134,32.421875
500,0.01,0.7,1.2,0.8,1,7,3,400.96188321130956,33.570253662963424,-0.916275698342947,31.734375
500,0.01,0.7,1.2,0.75,1,7,3,400.96188321130956,27.43309427195262,-0.931581790138652,31.59375
500,0.01,0.7,1.2,0.5,1,7,3,400.96188321130956,13.612887093988071,-0.96604942348893,31.609375
500,0.01,0.7,1.3,1,5,1,9,383.60929409359466,66.30430506871328,-0.827156677146263,31.265625
500,0.01,0.7,1.3,0.9,1,7,3,400.96188321130956,40.3237068501084,-0.899432568185396,31.78125
500,0.01,0.7,1.3,0.8,1,7,3,400.96188321130956,25.819015212273683,-0.935607307593707,31.96875
500,0.01,0.7,1.3,0.75,1,7,3,400.96188321130956,21.60578547295498,-0.946115113736213,31.453125
500,0.01,0.7,1.3,0.5,4,15,4,414.4509644741772,11.026491424197136,-0.973394943263826,30.9375
500,0.01,0.7,1.5,1,5,1,9,383.60929409359466,30.3314328623067,-0.92093144423423,31.921875
500,0.01,0.7,1.5,0.9,5,3,7,391.25727967309143,22.602306889411697,-0.942231600372275,31.671875
500,0.01,0.7,1.5,0.8,6,11,5,395.85180967874544,16.023959052070953,-0.959520308710789,31.453125
500,0.01,0.7,1.5,0.75,1,2,5,395.85180967874516,13.795782152677514,-0.965149124456766,31.015625
500,0.01,0.7,1.5,0.5,1,2,5,395.85180967874516,7.713702341656255,-0.980513661544414,32.640625
500,0.01,0.7,1.7,1,5,1,9,383.60929409359466,17.103905955745134,-0.955413212820719,30.625
500,0.01,0.7,1.7,0.9,5,1,9,383.60929409359466,13.230411455216933,-0.965510711917243,32.171875
500,0.01,0.7,1.7,0.8,5,3,7,391.25727967309143,10.560273591123831,-0.973009387582648,31.0
500,0.01,0.7,1.7,0.75,5,3,7,391.25727967309143,9.430008408895064,-0.975898190528814,30.875
500,0.01,0.7,1.7,0.5,6,11,5,395.85180967874544,5.828730811177091,-0.98527547261712,30.953125
500,0.01,0.7,2,1,5,1,9,383.60929409359466,9.43882803380563,-0.97539468365565,33.046875
500,0.01,0.7,2,0.9,5,1,9,383.60929409359466,7.444869219721989,-0.98059257339603,32.4375
500,0.01,0.7,2,0.8,5,1,9,383.60929409359466,6.1060943665985,-0.984082517132369,32.734375
500,0.01,0.7,2,0.75,5,1,9,383.60929409359466,5.591044435162454,-0.985425159084392,34.09375
500,0.01,0.7,2,0.5,5,1,9,383.60929409359466,3.88669396453189,-0.989868092289798,30.890625
500,0.02,0.9,1.1,1,8,1,15,373.3440578984858,181.11896564020896,-0.514873849446785,54.046875
500,0.02,0.9,1.1,0.9,2,17,3,385.5837636123891,50.30138432980917,-0.86954485879137,54.234375
500,0.02,0.9,1.1,0.8,2,17,3,385.5837636123891,24.238886473784987,-0.937137170282534,54.625
500,0.02,0.9,1.1,0.75,2,17,3,385.5837636123891,18.990885365300507,-0.950747704759707,59.953125
500,0.02,0.9,1.1,0.5,2,7,5,375.5115919466779,7.971014846270926,-0.978772919352639,60.609375
500,0.02,0.9,1.2,1,8,1,15,373.3440578984858,101.07176610181465,-0.729279831931069,53.453125
500,0.02,0.9,1.2,0.9,2,17,3,385.5837636123891,39.932514317009364,-0.896436214162918,48.78125
500,0.02,0.9,1.2,0.8,2,7,5,375.5115919466779,19.940562517844235,-0.946897611297507,50.09375
500,0.02,0.9,1.2,0.75,2,7,5,375.5115919466779,15.481619877690402,-0.958771925528496,50.359375
500,0.02,0.9,1.2,0.5,8,15,7,400.1512877192066,6.895984556029948,-0.982766556630778,53.96875
500,0.02,0.9,1.3,1,8,1,15,373.3440578984858,63.17633043084392,-0.830782547373442,50.296875
500,0.02,0.9,1.3,0.9,12,7,11,385.5272309057357,30.34421240416294,-0.921291649534394,49.984375
500,0.02,0.9,1.3,0.8,2,7,5,375.5115919466779,16.505514349870708,-0.956045260109535,51.5
500,0.02,0.9,1.3,0.75,2,7,5,375.5115919466779,13.05265508612125,-0.965240340468704,48.25
500,0.02,0.9,1.3,0.5,8,15,7,400.1512877192066,5.923687995461138,-0.985196379026479,51.609375
500,0.02,0.9,1.5,1,8,1,15,373.3440578984858,31.875381600243518,-0.914621966184043,50.640625
500,0.02,0.9,1.5,0.9,8,1,15,373.3440578984858,16.50722349783186,-0.955785492902313,51.21875
500,0.02,0.9,1.5,0.8,12,7,11,385.5272309057357,10.626192937819688,-0.972437244153013,47.625
500,0.02,0.9,1.5,0.75,12,7,11,385.5272309057357,8.82436308177573,-0.977110921422997,46.40625
500,0.02,0.9,1.5,0.5,1,1,9,408.8397214849108,4.531379278399586,-0.98891648966509,49.203125
500,0.02,0.9,1.7,1,8,1,15,373.3440578984858,20.380222375507394,-0.945411686768967,49.53125
500,0.02,0.9,1.7,0.9,8,1,15,373.3440578984858,10.642279237157851,-0.971494713757968,47.328125
500,0.02,0.9,1.7,0.8,8,1,15,373.3440578984858,7.166151044997951,-0.980805503948996,49.09375
500,0.02,0.9,1.7,0.75,8,1,15,373.3440578984858,6.150583564705115,-0.983525695843865,46.59375
500,0.02,0.9,1.7,0.5,12,7,11,385.5272309057357,3.472730246566562,-0.990992256919419,46.734375
500,0.02,0.9,2,1,8,1,15,373.3440578984858,13.698160455181327,-0.963309552769403,46.625
500,0.02,0.9,2,0.9,8,1,15,373.3440578984858,7.1955519076539955,-0.980726753900525,47.03125
500,0.02,0.9,2,0.8,8,1,15,373.3440578984858,4.873327233027261,-0.986946819883892,48.015625
500,0.02,0.9,2,0.75,8,1,15,373.3440578984858,4.194566103430217,-0.988764877825989,48.015625
500,0.02,0.9,2,0.5,8,1,15,373.3440578984858,2.4670575321214177,-0.99339200000662,47.625
500,0.02,0.8,1.1,1,4,1,14,388.78272576760435,169.1376797656545,-0.564955774638102,60.125
500,0.02,0.8,1.1,0.9,4,25,5,378.023591885075,64.12247482171183,-0.830374409962206,60.578125
500,0.02,0.8,1.1,0.8,4,25,5,378.023591885075,32.09360755388678,-0.91510157502645,63.46875
500,0.02,0.8,1.1,0.75,4,25,5,378.023591885075,24.87304756211924,-0.934202393458868,59.15625
500,0.02,0.8,1.1,0.5,4,17,6,389.18762169168815,10.869295851001276,-0.97207183567721,58.546875
500,0.02,0.8,1.2,1,4,1,14,388.78272576760435,86.13620935673033,-0.778446408114802,59.0625
500,0.02,0.8,1.2,0.9,4,25,5,378.023591885075,44.67448309094569,-0.881820912636247,60.28125
500,0.02,0.8,1.2,0.8,4,25,5,378.023591885075,24.43973119579888,-0.935348661510975,59.9375
500,0.02,0.8,1.2,0.75,4,25,5,378.023591885075,19.530263716243745,-0.948335860153984,61.046875
500,0.02,0.8,1.2,0.5,1,3,7,380.7184929503822,8.849245259051951,-0.976756460684442,63.671875
500,0.02,0.8,1.3,1,4,1,14,388.78272576760435,49.79587194507393,-0.871918507061346,59.859375
500,0.02,0.8,1.3,0.9,4,1,14,388.78272576760435,31.64204082586919,-0.918612534125851,57.78125
500,0.02,0.8,1.3,0.8,1,3,7,380.7184929503822,19.09949922216586,-0.949833014219629,62.421875
500,0.02,0.8,1.3,0.75,8,23,7,380.7184929503822,15.461165065246249,-0.959389508648687,62.40625
500,0.02,0.8,1.3,0.5,1,3,7,380.7184929503822,7.434751635353794,-0.980471787493856,63.0
500,0.02,0.8,1.5,1,4,1,14,388.78272576760435,22.13099791843735,-0.943076179954388,62.21875
500,0.02,0.8,1.5,0.9,4,1,14,388.78272576760435,14.692023553337219,-0.962210194590488,62.46875
500,0.02,0.8,1.5,0.8,4,1,14,388.78272576760435,10.72193010190051,-0.972421793996296,60.109375
500,0.02,0.8,1.5,0.75,4,1,14,388.78272576760435,9.375402353216717,-0.975885239410505,63.515625
500,0.02,0.8,1.5,0.5,11,10,11,406.4289251189933,5.2919945337465775,-0.986979286643545,63.921875
500,0.02,0.8,1.7,1,4,1,14,388.78272576760435,12.83015014010477,-0.96699917643004,60.9375
500,0.02,0.8,1.7,0.9,4,1,14,388.78272576760435,8.8081403703656,-0.977344311394044,61.515625
500,0.02,0.8,1.7,0.8,4,1,14,388.78272576760435,6.615362294768574,-0.982984423287564,61.6875
500,0.02,0.8,1.7,0.75,4,1,14,388.78272576760435,5.859566205111687,-0.984928429642694,59.015625
500,0.02,0.8,1.7,0.5,4,1,14,388.78272576760435,3.6520580456102247,-0.990606429237822,60.890625
500,0.02,0.8,2,1,4,1,14,388.78272576760435,7.759340462684703,-0.980041961876354,59.40625
500,0.02,0.8,2,0.9,4,1,14,388.78272576760435,5.4776328280875894,-0.985910812222244,59.796875
500,0.02,0.8,2,0.8,4,1,14,388.78272576760435,4.215331190317116,-0.98915761706749,61.015625
500,0.02,0.8,2,0.75,4,1,14,388.78272576760435,3.7751299866895,-0.990289872114981,62.609375
500,0.02,0.8,2,0.5,4,1,14,388.78272576760435,2.463618123005089,-0.993663252095007,59.90625
500,0.02,0.7,1.1,1,8,3,14,371.0571521770213,149.8575178040425,-0.596133595795643,68.765625
500,0.02,0.7,1.1,0.9,1,25,4,382.13603110763484,65.13410642631868,-0.829552564730614,69.6875
500,0.02,0.7,1.1,0.8,1,25,4,382.13603110763484,36.54980813539143,-0.904353933782557,69.171875
500,0.02,0.7,1.1,0.75,2,25,5,425.4694199329001,29.373402090276397,-0.930962366002922,67.484375
500,0.02,0.7,1.1,0.5,2,15,6,402.3226636587602,12.930312223628313,-0.96786084058492,67.359375
500,0.02,0.7,1.2,1,8,3,14,371.0571521770213,72.37093161367024,-0.804960149160137,99.46875
500,0.02,0.7,1.2,0.9,4,19,7,379.6825470014476,45.058038001542926,-0.881327076112953,92.328125
500,0.02,0.7,1.2,0.8,4,19,7,379.6825470014476,26.699304808976727,-0.929679925980703,100.328125
500,0.02,0.7,1.2,0.75,4,19,7,379.6825470014476,21.594951174378533,-0.943123666481577,100.296875
500,0.02,0.7,1.2,0.5,4,19,7,379.6825470014476,10.15811514469681,-0.973245767484123,95.953125
500,0.02,0.7,1.3,1,10,1,16,372.2100443436143,40.32385673826927,-0.891663706149092,82.734375
500,0.02,0.7,1.3,0.9,8,3,14,371.0571521770213,29.171032611765096,-0.921383990469887,93.484375
500,0.02,0.7,1.3,0.8,3,10,8,373.4087653512045,19.61277229585718,-0.947476400888954,86.875
500,0.02,0.7,1.3,0.75,3,10,8,373.4087653512045,16.302734915346967,-0.956340781395386,80.921875
500,0.02,0.7,1.3,0.5,7,23,8,373.40876535120447,8.24719298111644,-0.977913767039293,79.8125
500,0.02,0.7,1.5,1,10,1,16,372.2100443436143,16.358394550322334,-0.956050636464768,85.015625
500,0.02,0.7,1.5,0.9,10,1,16,372.2100443436143,12.879039872407034,-0.965398462324897,118.21875
500,0.02,0.7,1.5,0.8,8,3,14,371.0571521770213,10.192726306822138,-0.972530575823641,80.4375
500,0.02,0.7,1.5,0.75,8,3,14,371.0571521770213,9.14617164718144,-0.975351043380999,81.8125
500,0.02,0.7,1.5,0.5,5,6,11,373.00983125826997,5.577101929059355,-0.985048378188193,81.015625
500,0.02,0.7,1.7,1,10,1,16,372.2100443436143,8.963700128130577,-0.9759176296708,79.21875
500,0.02,0.7,1.7,0.9,10,1,16,372.2100443436143,7.145541940205403,-0.980802393571064,79.640625
500,0.02,0.7,1.7,0.8,10,1,16,372.2100443436143,5.910771745498044,-0.984119795165867,78.453125
500,0.02,0.7,1.7,0.75,10,1,16,372.2100443436143,5.43145835672925,-0.985407544908393,77.984375
500,0.02,0.7,1.7,0.5,8,3,14,371.0571521770213,3.7695003429316545,-0.989841186672145,80.671875
500,0.02,0.7,2,1,10,1,16,372.2100443436143,5.228630240730851,-0.985952474093085,79.546875
500,0.02,0.7,2,0.9,10,1,16,372.2100443436143,4.2166531163173655,-0.988671307557663,80.921875
500,0.02,0.7,2,0.8,10,1,16,372.2100443436143,3.5272012805702295,-0.990523626822617,78.28125
500,0.02,0.7,2,0.75,10,1,16,372.2100443436143,3.258856553005036,-0.991244576543462,81.40625
500,0.02,0.7,2,0.5,10,1,16,372.2100443436143,2.3518485486901275,-0.993681394190106,77.296875
500,0.05,0.9,1.1,1,19,3,30,372.4448535123042,127.8586764518456,-0.656704408059107,189.21875
500,0.05,0.9,1.1,0.9,1,20,5,381.0328084986975,40.61547576640855,-0.89340688029874,194.625
500,0.05,0.9,1.1,0.8,3,19,9,381.7186440428412,19.146238866047735,-0.949842012789139,194.6875
500,0.05,0.9,1.1,0.75,3,19,9,381.7186440428412,14.662465885287087,-0.96158828992476,190.96875
500,0.05,0.9,1.1,0.5,3,8,14,380.13069239685683,6.393687210113055,-0.983180292099544,189.875
500,0.05,0.9,1.2,1,19,3,30,372.4448535123042,57.66754144364296,-0.845164885754723,189.65625
500,0.05,0.9,1.2,0.9,19,3,30,372.4448535123042,27.302706273896185,-0.926693291593585,190.28125
500,0.05,0.9,1.2,0.8,3,19,9,381.7186440428412,15.84548475488517,-0.958489099230094,192.15625
500,0.05,0.9,1.2,0.75,5,22,11,389.4558359383288,12.386644472036043,-0.968194995865981,192.421875
500,0.05,0.9,1.2,0.5,1,2,16,388.10545954693436,5.428808265021969,-0.98601202809319,193.890625
500,0.05,0.9,1.3,1,19,3,30,372.4448535123042,32.137161795383626,-0.913712965846306,189.125
500,0.05,0.9,1.3,0.9,19,3,30,372.4448535123042,15.894499204150431,-0.957323885524906,188.578125
500,0.05,0.9,1.3,0.8,19,3,30,372.4448535123042,10.219837861041905,-0.97256013134652,189.96875
500,0.05,0.9,1.3,0.75,19,3,30,372.4448535123042,8.593212218398229,-0.97692755816771,191.203125
500,0.05,0.9,1.3,0.5,3,1,27,376.7531754247449,4.431744547417379,-0.988237008109032,188.515625
500,0.05,0.9,1.5,1,19,3,30,372.4448535123042,15.730355545103492,-0.957764604889126,189.453125
500,0.05,0.9,1.5,0.9,19,3,30,372.4448535123042,8.164022705933515,-0.978079915378227,192.171875
500,0.05,0.9,1.5,0.8,19,3,30,372.4448535123042,5.470219517128291,-0.985312672559328,190.515625
500,0.05,0.9,1.5,0.75,19,3,30,372.4448535123042,4.6852154769005825,-0.987420377989608,185.484375
500,0.05,0.9,1.5,0.5,19,3,30,372.4448535123042,2.6989429427394853,-0.992753442778743,190.71875
500,0.05,0.9,1.7,1,19,3,30,372.4448535123042,11.463120027693021,-0.969221966904385,196.75
500,0.05,0.9,1.7,0.9,19,3,30,372.4448535123042,6.023454935492413,-0.983827256898064,194.859375
500,0.05,0.9,1.7,0.8,19,3,30,372.4448535123042,4.081178373316568,-0.989042194207197,193.484375
500,0.05,0.9,1.7,0.75,19,3,30,372.4448535123042,3.5135776009216864,-0.990566180287397,195.0625
500,0.05,0.9,1.7,0.5,19,3,30,372.4448535123042,2.069551676692087,-0.994443333940111,193.703125
500,0.05,0.9,2,1,19,3,30,372.4448535123042,10.124540287272684,-0.972816001639452,189.125
500,0.05,0.9,2,0.9,19,3,30,372.4448535123042,5.328620065236918,-0.985692861600889,192.125
500,0.05,0.9,2,0.8,19,3,30,372.4448535123042,3.615794753020776,-0.990291731194773,195.59375
500,0.05,0.9,2,0.75,19,3,30,372.4448535123042,3.115123810756663,-0.991636013274502,200.53125
500,0.05,0.9,2,0.5,19,3,30,372.4448535123042,1.840694963238383,-0.995057805347879,193.9375
500,0.05,0.8,1.1,1,19,3,32,371.29025102929387,110.16774695727372,-0.703284030076561,421.53125
500,0.05,0.8,1.1,0.9,1,22,8,384.34117232835325,55.072882034199736,-0.856708346647937,440.0625
500,0.05,0.8,1.1,0.8,1,12,10,399.94086168261765,27.641066901396016,-0.930887114697144,444.046875
500,0.05,0.8,1.1,0.75,2,15,12,404.91272937130157,21.435668493533917,-0.94706101601988,441.390625
500,0.05,0.8,1.1,0.5,5,18,16,374.61413917743573,8.934439978959182,-0.97615028626902,436.984375
500,0.05,0.8,1.2,1,19,3,32,371.29025102929387,44.31166326783336,-0.880654923890427,433.0625
500,0.05,0.8,1.2,0.9,19,3,32,371.29025102929387,28.640392239297334,-0.922862525585037,432.6875
500,0.05,0.8,1.2,0.8,19,7,29,373.8724152852059,19.68292390345708,-0.947353901762337,429.671875
500,0.05,0.8,1.2,0.75,18,25,22,370.8889216248355,16.09723354194107,-0.956598235742873,435.171875
500,0.05,0.8,1.2,0.5,18,25,22,370.8889216248355,7.169046953795498,-0.980670636042758,437.34375
500,0.05,0.8,1.3,1,19,3,32,371.29025102929387,22.571793511983127,-0.939207147374838,432.546875
500,0.05,0.8,1.3,0.9,19,3,32,371.29025102929387,15.086227374313012,-0.959368102629975,434.03125
500,0.05,0.8,1.3,0.8,19,3,32,371.29025102929387,11.050588991574443,-0.970237330603375,433.25
500,0.05,0.8,1.3,0.75,19,3,32,371.29025102929387,9.672183932775301,-0.973949803675259,375.859375
500,0.05,0.8,1.3,0.5,19,7,29,373.8724152852059,5.4618077021366105,-0.985391252526693,258.34375
500,0.05,0.8,1.5,1,19,3,32,371.29025102929387,9.614589011611006,-0.974104924691781,280.625
500,0.05,0.8,1.5,0.9,19,3,32,371.29025102929387,6.729902365293082,-0.981874282056594,277.40625
500,0.05,0.8,1.5,0.8,19,3,32,371.29025102929387,5.137443803404365,-0.986163267715318,262.671875
500,0.05,0.8,1.5,0.75,19,3,32,371.29025102929387,4.583134728532627,-0.987656194268965,265.46875
500,0.05,0.8,1.5,0.5,19,3,32,371.29025102929387,2.937359916190229,-0.992088777154672,264.796875
500,0.05,0.8,1.7,1,19,3,32,371.29025102929387,6.298376052784619,-0.983036516484544,274.359375
500,0.05,0.8,1.7,0.9,19,3,32,371.29025102929387,4.483553738619517,-0.987924396813032,294.796875
500,0.05,0.8,1.7,0.8,19,3,32,371.29025102929387,3.476021489258179,-0.990637994184813,308.421875
500,0.05,0.8,1.7,0.75,19,3,32,371.29025102929387,3.123609056191273,-0.991587150356003,264.546875
500,0.05,0.8,1.7,0.5,19,3,32,371.29025102929387,2.0677394143338157,-0.994430935343436,260.65625
500,0.05,0.8,2,1,19,3,32,371.29025102929387,5.140158465047803,-0.98615595628811,261.53125
500,0.05,0.8,2,0.9,19,3,32,371.29025102929387,3.671314550860185,-0.99011200929547,260.546875
500,0.05,0.8,2,0.8,19,3,32,371.29025102929387,2.8552982325738023,-0.992309794763912,255.21875
500,0.05,0.8,2,0.75,19,3,32,371.29025102929387,2.5696952197101814,-0.993079012409869,250.421875
500,0.05,0.8,2,0.5,19,3,32,371.29025102929387,1.7129038922950617,-0.995386617646042,260.203125
500,0.05,0.7,1.1,1,7,1,34,381.8185324110941,102.05981285424286,-0.732700735583055,297.765625
500,0.05,0.7,1.1,0.9,1,12,13,395.84873652244124,61.56291416367833,-0.844478689752775,301.40625
500,0.05,0.7,1.1,0.8,1,12,13,395.84873652244124,32.719686085696104,-0.91734295687504,302.71875
500,0.05,0.7,1.1,0.75,2,15,15,385.30723896529327,25.828380052001865,-0.93296679262668,298.53125
500,0.05,0.7,1.1,0.5,5,21,18,372.89656457888634,11.139711223698281,-0.97012653834374,300.890625
